 0.799663	 -10.424355	 1.307234	00_44_06_792000
 0.766145	 -10.409989	 1.288081	00_44_06_806000
 0.727837	 -10.467450	 1.297657	00_44_06_832000
 0.756568	 -10.400413	 1.326388	00_44_06_860000
 0.794875	 -10.395624	 1.331176	00_44_06_872000
 0.742203	 -10.548853	 1.268927	00_44_06_886000
 0.646434	 -10.558430	 1.211466	00_44_06_904000
 0.641646	 -10.390836	 1.197101	00_44_06_924000
 0.703895	 -10.414778	 1.216254	00_44_06_954000
 0.746991	 -10.649409	 1.225831	00_44_06_967000
 0.751779	 -10.625467	 1.216254	00_44_06_993000
 0.761356	 -10.347740	 1.206678	00_44_07_007000
 0.804452	 -10.285490	 1.211466	00_44_07_034000
 0.866701	 -10.477027	 1.244985	00_44_07_047000
 0.852336	 -10.587160	 1.264138	00_44_07_074000
 0.790087	 -10.548853	 1.235408	00_44_07_087000
 0.804452	 -10.424355	 1.259350	00_44_07_113000
 0.866701	 -10.319010	 1.340753	00_44_07_127000
 0.847547	 -10.433931	 1.398214	00_44_07_153000
 0.828394	 -10.615891	 1.407791	00_44_07_167000
 0.847547	 -10.563218	 1.393425	00_44_07_194000
 0.837971	 -10.500969	 1.388637	00_44_07_207000
 0.847547	 -10.817003	 1.383849	00_44_07_234000
 0.895431	 -11.133038	 1.374272	00_44_07_247000
 0.866701	 -10.998962	 1.312023	00_44_07_288000
 0.785298	 -10.821792	 1.254562	00_44_07_305000
 0.502782	 -10.208876	 1.177947	00_44_07_320000
 0.469264	 -9.979033	 1.197101	00_44_07_331000
 0.459687	 -9.595961	 1.216254	00_44_07_346000
 0.402226	 -9.485827	 1.230620	00_44_07_367000
 0.411803	 -9.643845	 1.307234	00_44_07_393000
 0.593762	 -10.012551	 1.417367	00_44_07_407000
 0.861913	 -10.414778	 1.474828	00_44_07_433000
 1.029507	 -11.008539	 1.345541	00_44_07_447000
 0.986411	 -11.343728	 1.230620	00_44_07_473000
 0.746991	 -10.955867	 1.350330	00_44_07_487000
 0.565032	 -10.572795	 1.369483	00_44_07_510000
 0.608127	 -10.462662	 1.288081	00_44_07_525000
 0.780510	 -10.299856	 1.321599	00_44_07_555000
 0.794875	 -10.180145	 1.307234	00_44_07_568000
 0.651223	 -10.462662	 1.340753	00_44_07_589000
 0.665588	 -10.845734	 1.374272	00_44_07_604000
 0.713472	 -10.817003	 1.307234	00_44_07_638000
 0.651223	 -10.510546	 1.292869	00_44_07_665000
 0.612916	 -10.314221	 1.249773	00_44_07_679000
 0.545878	 -10.386047	 1.130063	00_44_07_691000
 0.493206	 -10.524911	 1.134852	00_44_07_706000
 0.526724	 -10.524911	 1.168370	00_44_07_725000
 0.555455	 -10.544065	 1.158794	00_44_07_751000
 0.545878	 -10.591949	 1.149217	00_44_07_765000
 0.507571	 -10.548853	 1.120486	00_44_07_791000
 0.584185	 -10.462662	 1.058237	00_44_07_806000
 0.756568	 -10.362105	 0.933739	00_44_07_837000
 0.761356	 -10.304645	 0.823605	00_44_07_849000
 0.684742	 -10.319010	 0.866701	00_44_07_867000
 0.775721	 -10.414778	 1.019930	00_44_07_892000
 0.881066	 -10.529699	 1.139640	00_44_07_906000
 0.790087	 -10.577583	 1.173159	00_44_07_933000
 0.636858	 -10.386047	 1.158794	00_44_07_947000
 0.545878	 -9.950302	 1.158794	00_44_07_973000
 0.507571	 -9.811439	 1.249773	00_44_07_987000
 0.555455	 -10.218452	 1.369483	00_44_08_011000
 0.699107	 -10.769119	 1.312023	00_44_08_026000
 0.746991	 -11.080365	 1.125275	00_44_08_053000
 0.670376	 -11.032481	 0.972046	00_44_08_067000
 0.545878	 -10.778696	 0.933739	00_44_08_103000
 0.478840	 -10.572795	 1.029507	00_44_08_121000
 0.636858	 -10.553641	 1.130063	00_44_08_133000
 0.847547	 -10.611102	 1.149217	00_44_08_148000
 0.828394	 -10.515334	 1.125275	00_44_08_165000
 0.665588	 -10.352529	 1.053449	00_44_08_187000
 0.574608	 -10.472239	 1.029507	00_44_08_212000
 0.660800	 -10.716447	 1.067814	00_44_08_227000
 0.746991	 -10.654198	 1.058237	00_44_08_253000
 0.708684	 -10.443508	 1.058237	00_44_08_268000
 0.660800	 -10.524911	 1.063026	00_44_08_303000
 0.665588	 -10.754754	 1.058237	00_44_08_317000
 0.742203	 -10.615891	 1.082179	00_44_08_342000
 0.790087	 -10.529699	 1.134852	00_44_08_354000
 0.718261	 -10.654198	 1.168370	00_44_08_368000
 0.526724	 -10.386047	 1.149217	00_44_08_386000
 0.320823	 -9.797073	 1.082179	00_44_08_407000
 0.239420	 -9.701305	 0.981623	00_44_08_426000
 0.359130	 -10.443508	 0.972046	00_44_08_446000
 0.560243	 -10.831368	 1.015141	00_44_08_467000
 0.603339	 -10.486604	 1.101333	00_44_08_486000
 0.565032	 -10.251971	 1.154005	00_44_08_508000
 0.608127	 -10.745177	 1.077391	00_44_08_530000
 0.694318	 -11.147403	 1.010353	00_44_08_559000
 0.617704	 -10.620679	 1.077391	00_44_08_571000
 0.454898	 -10.218452	 1.154005	00_44_08_586000
 0.502782	 -10.510546	 1.173159	00_44_08_606000
 0.737414	 -10.807426	 1.173159	00_44_08_627000
 0.804452	 -10.764331	 1.154005	00_44_08_648000
 0.665588	 -10.668563	 1.115698	00_44_08_666000
 0.651223	 -10.620679	 1.053449	00_44_08_692000
 0.823605	 -10.663774	 0.995988	00_44_08_710000
 0.919373	 -10.730812	 1.039083	00_44_08_726000
 0.991199	 -10.644621	 1.359907	00_44_08_748000
 0.866701	 -10.467450	 1.355118	00_44_08_771000
 0.469264	 -10.160992	 1.489193	00_44_08_785000
 0.622492	 -10.304645	 1.671153	00_44_08_810000
 1.302446	 -10.730812	 2.059013	00_44_08_825000
 1.651999	 -10.635044	 2.135628	00_44_08_848000
 1.249773	 -10.242394	 1.824382	00_44_08_869000
 0.737414	 -10.371682	 1.738190	00_44_08_891000
 0.785298	 -10.807426	 2.111686	00_44_08_905000
 1.149217	 -10.658986	 2.470816	00_44_08_932000
 1.412579	 -10.175357	 2.571373	00_44_08_945000
 1.556231	 -9.945514	 2.609680	00_44_08_971000
 1.426944	 -9.993398	 2.379837	00_44_08_999000
 0.943315	 -10.242394	 2.121263	00_44_09_011000
 0.909797	 -10.529699	 2.097321	00_44_09_026000
 1.565808	 -10.414778	 1.853112	00_44_09_046000
 1.944092	 -9.629479	 1.182736	00_44_09_069000
 1.790863	 -9.155427	 0.517148	00_44_09_089000
 1.762132	 -9.375694	 0.450110	00_44_09_112000
 2.116474	 -9.806650	 0.426168	00_44_09_125000
 2.169147	 -10.323798	 0.387861	00_44_09_152000
 1.838747	 -10.467450	 0.995988	00_44_09_166000
 1.561020	 -10.290278	 1.800440	00_44_09_192000
 1.005565	 -10.457873	 1.843535	00_44_09_206000
 0.076614	 -9.576807	 1.460463	00_44_09_232000
 -0.919373	 -5.061342	 2.135628	00_44_09_246000
 -1.244985	 -1.431733	 3.275268	00_44_09_272000
 -0.339977	 -3.102885	 3.414132	00_44_09_286000
 1.417367	 -7.115568	 2.858677	00_44_09_312000
 2.772485	 -10.735600	 2.619257	00_44_09_326000
 2.858677	 -12.267890	 2.791639	00_44_09_353000
 2.178724	 -12.904747	 2.260126	00_44_09_366000
 2.240973	 -14.192827	 1.034295	00_44_09_393000
 4.074931	 -15.121778	 -0.239420	00_44_09_418000
 6.359000	 -14.532804	 -1.000776	00_44_09_431000
 7.599196	 -12.943054	 -1.024718	00_44_09_445000
 7.642292	 -11.449073	 -0.986411	00_44_09_467000
 7.110779	 -11.219229	 -0.766145	00_44_09_489000
 6.880936	 -10.687716	 -0.210690	00_44_09_510000
 6.928820	 -8.935161	 0.517148	00_44_09_529000
 6.804321	 -9.414001	 1.340753	00_44_09_551000
 7.072472	 -13.498509	 2.159570	00_44_09_569000
 7.852982	 -17.654844	 2.293645	00_44_09_590000
 7.752425	 -17.985243	 1.517924	00_44_09_609000
 6.119579	 -14.609419	 0.627281	00_44_09_631000
 3.624821	 -9.998186	 0.110133	00_44_09_649000
 1.158794	 -6.967127	 0.095768	00_44_09_670000
 -0.627281	 -5.923255	 0.081403	00_44_09_690000
 -2.015918	 -5.554548	 0.095768	00_44_09_710000
 -3.303998	 -5.659893	 0.469264	00_44_09_735000
 -4.065354	 -6.042965	 1.316811	00_44_09_749000
 -3.840300	 -6.430826	 2.001553	00_44_09_772000
 -2.758120	 -8.892065	 1.958457	00_44_09_790000
 -1.479617	 -11.789049	 1.728614	00_44_09_824000
 -0.847547	 -11.923124	 1.508347	00_44_09_871000
 -1.034295	 -10.797850	 1.163582	00_44_09_884000
 -1.422156	 -7.685388	 1.369483	00_44_09_896000
 -1.651999	 -1.752556	 2.260126	00_44_09_910000
 -2.068590	 1.742979	 2.887407	00_44_09_923000
 -2.298434	 0.177171	 2.935291	00_44_09_940000
 -0.957681	 -4.884171	 2.973598	00_44_09_959000
 2.145205	 -12.018892	 2.547431	00_44_09_977000
 5.477933	 -18.861521	 1.335965	00_44_09_990000
 8.006210	 -22.869415	 0.344765	00_44_10_006000
 9.351752	 -21.883003	 -0.162806	00_44_10_031000
 8.863335	 -17.223886	 -0.531513	00_44_10_050000
 6.497863	 -10.912771	 -0.723049	00_44_10_071000
 3.658340	 -5.147533	 -0.459687	00_44_10_090000
