x,y,z,time
6.746861,-5.492299,5.932832,00:44:30.102000
6.737284,-5.425261,5.956774,00:44:30.117000
6.751649,-5.401319,5.808333,00:44:30.136000
6.766014,-5.492299,5.645528,00:44:30.156000
6.761226,-5.631162,5.602432,00:44:30.184000
6.708553,-5.784391,5.616797,00:44:30.197000
6.655881,-5.971139,5.621585,00:44:30.219000
6.646304,-6.086061,5.631162,00:44:30.237000
6.646304,-6.009446,5.635951,00:44:30.264000
6.646304,-5.793968,5.616797,00:44:30.278000
6.684611,-5.549759,5.568913,00:44:30.301000
6.737284,-5.386954,5.554548,00:44:30.316000
6.751649,-5.329493,5.631162,00:44:30.344000
6.737284,-5.310339,5.760449,00:44:30.357000
6.732495,-5.339070,5.851429,00:44:30.384000
6.732495,-5.406107,5.837064,00:44:30.398000
6.727707,-5.449203,5.746084,00:44:30.421000
6.732495,-5.473145,5.702989,00:44:30.437000
6.737284,-5.492299,5.731719,00:44:30.456000
6.722919,-5.497087,5.793968,00:44:30.478000
6.718130,-5.482722,5.822699,00:44:30.501000
6.746861,-5.449203,5.789180,00:44:30.514000
6.770802,-5.425261,5.736507,00:44:30.541000
6.766014,-5.420473,5.688623,00:44:30.554000
6.751649,-5.425261,5.679047,00:44:30.581000
6.756437,-5.425261,5.726931,00:44:30.605000
6.751649,-5.401319,5.798757,00:44:30.619000
6.732495,-5.377377,5.827487,00:44:30.635000
6.713342,-5.396531,5.808333,00:44:30.657000
6.708553,-5.458780,5.789180,00:44:30.680000
6.703765,-5.535394,5.770026,00:44:30.703000
6.675035,-5.573701,5.750873,00:44:30.717000
6.675035,-5.564125,5.722142,00:44:30.744000
6.718130,-5.521029,5.722142,00:44:30.758000
6.742072,-5.458780,5.755661,00:44:30.783000
6.737284,-5.434838,5.726931,00:44:30.798000
6.727707,-5.468357,5.655105,00:44:30.824000
6.698977,-5.492299,5.650316,00:44:30.838000
6.703765,-5.516241,5.736507,00:44:30.865000
6.727707,-5.535394,5.789180,00:44:30.879000
6.727707,-5.535394,5.755661,00:44:30.903000
6.703765,-5.540183,5.712565,00:44:30.931000
6.684611,-5.554548,5.717354,00:44:30.947000
6.679823,-5.592855,5.726931,00:44:30.969000
6.675035,-5.645528,5.726931,00:44:30.982000
6.651093,-5.664681,5.726931,00:44:30.997000
6.655881,-5.631162,5.702989,00:44:31.017000
6.679823,-5.578490,5.655105,00:44:31.043000
6.698977,-5.583278,5.621585,00:44:31.058000
6.689400,-5.669470,5.659893,00:44:31.081000
6.631939,-5.679047,5.765238,00:44:31.113000
6.607996,-5.588067,5.798757,00:44:31.128000
6.670246,-5.525817,5.712565,00:44:31.140000
6.698977,-5.521029,5.659893,00:44:31.154000
6.708553,-5.645528,5.655105,00:44:31.176000
6.679823,-5.707777,5.698200,00:44:31.199000
6.574478,-5.817910,5.784391,00:44:31.221000
6.560112,-5.793968,5.770026,00:44:31.234000
6.603208,-5.669470,5.693412,00:44:31.262000
6.675035,-5.530606,5.626374,00:44:31.275000
6.742072,-5.477933,5.650316,00:44:31.302000
6.737284,-5.535394,5.726931,00:44:31.315000
6.646304,-5.650316,5.765238,00:44:31.346000
6.579266,-5.702989,5.750873,00:44:31.359000
6.584054,-5.664681,5.722142,00:44:31.384000
6.641516,-5.597643,5.741296,00:44:31.398000
6.689400,-5.525817,5.774815,00:44:31.424000
6.698977,-5.497087,5.774815,00:44:31.438000
6.684611,-5.530606,5.746084,00:44:31.465000
6.665458,-5.554548,5.702989,00:44:31.479000
6.631939,-5.530606,5.669470,00:44:31.504000
6.603208,-5.506664,5.664681,00:44:31.518000
6.584054,-5.544971,5.669470,00:44:31.544000
6.497863,-5.664681,5.698200,00:44:31.558000
6.387730,-5.789180,5.803545,00:44:31.584000
6.445191,-5.784391,5.961562,00:44:31.599000
6.617573,-5.616797,6.081272,00:44:31.624000
6.689400,-5.391742,6.119579,00:44:31.652000
6.689400,-5.214571,6.090849,00:44:31.664000
6.651093,-5.157111,6.033388,00:44:31.679000
6.584054,-5.276821,5.990293,00:44:31.697000
6.555324,-5.458780,5.971139,00:44:31.717000
6.569689,-5.540183,5.928043,00:44:31.744000
6.579266,-5.549759,5.837064,00:44:31.758000
6.603208,-5.506664,5.774815,00:44:31.785000
6.631939,-5.444415,5.808333,00:44:31.799000
6.622362,-5.439626,5.884948,00:44:31.824000
6.579266,-5.458780,5.928043,00:44:31.839000
6.560112,-5.453991,5.942409,00:44:31.864000
6.603208,-5.420473,5.932832,00:44:31.879000
6.684611,-5.343858,5.937620,00:44:31.904000
6.751649,-5.267244,5.990293,00:44:31.919000
6.804321,-5.262455,6.119579,00:44:31.945000
6.871359,-5.161899,6.162675,00:44:31.960000
7.096414,-5.094861,5.884948,00:44:31.984000
7.513005,-5.511452,5.410896,00:44:31.998000
7.656657,-5.679047,4.927267,00:44:32.024000
7.536947,-5.133168,4.702212,00:44:32.038000
7.498640,-5.233725,5.104438,00:44:32.064000
7.206547,-6.354211,5.947197,00:44:32.079000
6.545747,-6.991069,6.555324,00:44:32.104000
5.870583,-6.560112,6.694188,00:44:32.118000
5.252879,-5.827487,6.675035,00:44:32.144000
4.702212,-5.276821,6.622362,00:44:32.177000
4.371812,-4.970363,6.473921,00:44:32.191000
4.319140,-4.587290,6.239290,00:44:32.203000
4.529830,-4.041412,6.110003,00:44:32.218000
4.994305,-3.974375,6.282385,00:44:32.241000
5.664681,-4.529830,6.727707,00:44:32.263000
6.239290,-5.018247,7.230489,00:44:32.278000
6.339846,-5.334281,7.680599,00:44:32.305000
6.100426,-5.770026,8.001422,00:44:32.319000
5.870583,-6.023811,8.116343,00:44:32.356000
5.592855,-5.726931,8.063671,00:44:32.371000
5.281609,-5.181053,7.900866,00:44:32.383000
5.190629,-4.850653,7.690176,00:44:32.398000
5.315128,-4.644751,7.484274,00:44:32.419000
5.463568,-4.376601,7.311892,00:44:32.438000
5.573701,-4.118027,7.158663,00:44:32.459000
5.712565,-4.060566,7.062895,00:44:32.478000
5.884948,-4.252102,7.029376,00:44:32.499000
6.052542,-4.400543,7.005434,00:44:32.518000
6.095637,-4.199430,6.957550,00:44:32.539000
5.980716,-3.907337,6.962338,00:44:32.558000
5.884948,-4.041412,7.101202,00:44:32.579000
5.908890,-4.424485,7.235278,00:44:32.598000
5.923255,-4.477157,7.206547,00:44:32.630000
5.889736,-4.381389,7.144298,00:44:32.644000
5.760449,-4.328717,7.187394,00:44:32.659000
5.746084,-4.462792,7.307104,00:44:32.678000
5.659893,-4.774038,7.766790,00:44:32.699000
5.573701,-4.721366,7.862558,00:44:32.718000
5.420473,-4.510676,7.824251,00:44:32.739000
5.420473,-4.252102,7.498640,00:44:32.758000
5.750873,-3.639187,7.206547,00:44:32.779000
6.114791,-3.169923,7.532158,00:44:32.798000
6.071695,-3.720589,7.762002,00:44:32.819000
5.980716,-4.548983,7.264008,00:44:32.838000
6.023811,-4.659117,6.895301,00:44:32.859000
5.884948,-4.467580,7.173028,00:44:32.878000
5.501875,-4.371812,7.833828,00:44:32.899000
5.061342,-4.323928,8.408437,00:44:32.918000
4.774038,-4.314352,8.518570,00:44:32.939000
4.745308,-4.036624,8.145074,00:44:32.961000
4.955997,-3.380613,7.187394,00:44:32.979000
6.047753,-2.202666,6.823475,00:44:32.999000
6.904878,-2.054225,7.484274,00:44:33.020000
6.607996,-3.825934,7.613562,00:44:33.039000
6.277597,-4.908113,7.173028,00:44:33.059000
6.090849,-4.323928,6.986280,00:44:33.079000
5.731719,-3.811569,7.536947,00:44:33.105000
5.252879,-3.983952,8.456321,00:44:33.119000
5.008670,-4.074931,8.858546,00:44:33.147000
4.994305,-3.620033,8.087613,00:44:33.160000
5.822699,-2.671929,7.417237,00:44:33.182000
6.770802,-2.466028,7.790732,00:44:33.198000
6.588843,-3.509900,7.742848,00:44:33.219000
6.014235,-4.338294,6.938396,00:44:33.239000
5.698200,-4.232949,6.607996,00:44:33.265000
5.458780,-4.079720,7.503428,00:44:33.279000
5.018247,-4.194642,8.767567,00:44:33.307000
4.697424,-4.199430,9.064447,00:44:33.321000
4.644751,-3.897760,8.350976,00:44:33.346000
5.013458,-3.031059,6.981492,00:44:33.360000
6.435614,-2.054225,6.943185,00:44:33.386000
7.460332,-2.408567,7.991845,00:44:33.400000
6.900089,-4.017470,7.690176,00:44:33.425000
6.052542,-4.568137,6.569689,00:44:33.439000
5.616797,-3.725378,6.378153,00:44:33.466000
5.391742,-3.299210,7.580042,00:44:33.480000
5.176264,-3.711013,8.614338,00:44:33.508000
5.276821,-3.878607,8.446744,00:44:33.521000
5.865794,-2.389413,8.394072,00:44:33.547000
6.215348,-0.995988,8.710106,00:44:33.561000
6.133945,-2.446874,7.910442,00:44:33.586000
5.851429,-4.697424,6.555324,00:44:33.600000
5.540183,-4.534618,6.095637,00:44:33.628000
5.726931,-3.342306,6.703765,00:44:33.642000
5.894525,-3.361459,7.522582,00:44:33.669000
5.645528,-3.854665,7.982268,00:44:33.697000
5.463568,-3.902549,8.006210,00:44:33.711000
5.449203,-3.591303,7.704541,00:44:33.723000
5.487510,-3.294421,7.307104,00:44:33.739000
5.640739,-3.260903,7.072472,00:44:33.760000
5.880159,-3.648763,7.129933,00:44:33.787000
6.023811,-4.041412,7.469909,00:44:33.801000
5.966351,-3.897760,7.872135,00:44:33.825000
5.827487,-3.620033,8.078036,00:44:33.840000
5.875371,-3.543418,8.259995,00:44:33.869000
5.899313,-3.404555,8.461109,00:44:33.882000
5.808333,-3.433285,8.374918,00:44:33.908000
5.861006,-3.667917,8.044518,00:44:33.922000
5.865794,-3.663129,7.656657,00:44:33.948000
5.717354,-3.490746,7.331046,00:44:33.961000
5.669470,-3.485958,7.177817,00:44:33.987000
5.650316,-3.672705,7.426814,00:44:34.001000
5.439626,-3.758897,8.106767,00:44:34.029000
5.382165,-3.639187,8.638280,00:44:34.042000
5.621585,-3.256114,8.786720,00:44:34.068000
5.904101,-2.695871,8.662222,00:44:34.082000
6.363788,-3.136404,8.188169,00:44:34.107000
6.502652,-3.687071,7.800309,00:44:34.121000
5.832275,-3.643975,6.315904,00:44:34.147000
5.635951,-3.356671,5.951985,00:44:34.161000
5.755661,-3.615245,5.975927,00:44:34.188000
5.679047,-4.218584,7.125144,00:44:34.202000
5.066131,-4.137180,8.499416,00:44:34.235000
4.644751,-3.888184,8.882488,00:44:34.247000
5.027823,-3.332729,8.049306,00:44:34.262000
6.464345,-2.494758,8.269572,00:44:34.280000
7.627927,-2.590526,9.294291,00:44:34.309000
7.383718,-3.782839,8.327033,00:44:34.323000
6.291962,-4.381389,6.138733,00:44:34.349000
5.315128,-3.418920,4.922479,00:44:34.363000
5.204995,-2.896984,5.549759,00:44:34.387000
5.300763,-3.610456,7.388506,00:44:34.401000
4.951209,-4.127604,8.911219,00:44:34.427000
4.678270,-4.137180,8.801085,00:44:34.441000
5.291186,-3.236961,7.752425,00:44:34.469000
6.766014,-1.915361,8.628703,00:44:34.483000
7.474698,-1.762132,10.189722,00:44:34.509000
6.871359,-3.313575,9.059659,00:44:34.522000
5.894525,-4.831499,6.488286,00:44:34.548000
5.195418,-4.223372,4.893748,00:44:34.562000
5.348647,-3.356671,5.157111,00:44:34.588000
5.544971,-3.701436,6.861782,00:44:34.602000
4.965574,-3.979163,8.643068,00:44:34.629000
4.496311,-4.113238,8.963891,00:44:34.643000
5.003881,-3.639187,7.599196,00:44:34.670000
6.713342,-2.422932,8.034941,00:44:34.700000
7.608773,-2.020706,9.892841,00:44:34.714000
6.842628,-3.294421,9.279925,00:44:34.726000
5.942409,-4.443638,7.153875,00:44:34.741000
5.372589,-3.706224,5.774815,00:44:34.761000
5.453991,-2.987964,5.626374,00:44:34.785000
6.148310,-3.466804,5.999869,00:44:34.803000
6.651093,-3.883395,6.689400,00:44:34.826000
6.521805,-3.701436,7.450756,00:44:34.840000
6.086061,-3.725378,7.920019,00:44:34.871000
5.698200,-4.094085,8.034941,00:44:34.884000
5.473145,-4.338294,7.958326,00:44:34.907000
5.367800,-4.414908,7.896077,00:44:34.921000
5.310339,-4.544195,7.967903,00:44:34.950000
5.315128,-4.678270,8.130709,00:44:34.964000
5.420473,-4.625597,8.216900,00:44:34.990000
5.631162,-4.644751,8.116343,00:44:35.003000
5.889736,-4.869806,7.886500,00:44:35.030000
6.167464,-4.845864,7.474698,00:44:35.043000
6.382942,-4.458004,6.847417,00:44:35.069000
6.349423,-4.252102,6.248867,00:44:35.083000
6.110003,-4.443638,6.062119,00:44:35.109000
5.779603,-4.831499,6.497863,00:44:35.136000
5.310339,-5.147533,7.168240,00:44:35.148000
4.673482,-5.190629,7.445967,00:44:35.162000
3.950433,-4.994305,7.402872,00:44:35.181000
3.481169,-4.668694,7.474698,00:44:35.201000
3.423708,-4.505888,7.852982,00:44:35.229000
3.672705,-4.443638,8.259995,00:44:35.243000
4.357447,-4.127604,8.212111,00:44:35.268000
5.401319,-3.672705,7.651869,00:44:35.282000
6.421249,-3.414132,6.847417,00:44:35.310000
7.187394,-3.639187,6.449979,00:44:35.323000
7.532158,-4.271256,6.962338,00:44:35.349000
7.278373,-4.960786,8.058883,00:44:35.363000
6.449979,-5.430049,8.901642,00:44:35.388000
5.295974,-5.319916,9.069236,00:44:35.403000
4.271256,-4.759673,8.690952,00:44:35.427000
3.691859,-4.395754,8.140285,00:44:35.441000
3.500323,-4.405331,7.752425,00:44:35.471000
3.572149,-4.357447,7.570466,00:44:35.484000
3.845088,-4.232949,7.618350,00:44:35.511000
4.252102,-4.414908,7.852982,00:44:35.524000
4.745308,-4.707001,7.982268,00:44:35.551000
5.070919,-4.687847,7.910442,00:44:35.564000
6.368577,-4.046201,7.513005,00:44:35.586000
6.761226,-3.878607,7.345411,00:44:35.601000
7.513005,-4.386178,6.665458,00:44:35.650000
7.575254,-4.845864,6.651093,00:44:35.665000
7.235278,-5.559336,7.283162,00:44:35.679000
6.507440,-5.650316,8.336611,00:44:35.692000
5.674258,-5.386954,8.815451,00:44:35.705000
4.879383,-4.960786,8.446744,00:44:35.721000
4.165911,-4.616021,7.714118,00:44:35.745000
3.533842,-4.390966,7.149086,00:44:35.764000
2.968810,-4.299986,7.010222,00:44:35.790000
2.509123,-4.443638,7.196970,00:44:35.803000
2.264915,-4.668694,7.575254,00:44:35.828000
2.284068,-4.807557,7.829040,00:44:35.842000
2.494758,-4.635174,7.728483,00:44:35.873000
2.834735,-4.467580,7.599196,00:44:35.886000
3.323152,-4.697424,7.685388,00:44:35.905000
3.792415,-5.104438,7.790732,00:44:35.925000
3.955221,-5.353435,7.733272,00:44:35.948000
3.797204,-5.291186,7.560889,00:44:35.962000
3.490746,-5.171476,7.345411,00:44:35.994000
2.954445,-4.975151,6.880936,00:44:36.006000
1.934515,-4.812346,6.287174,00:44:36.025000
0.627281,-5.114015,6.718130,00:44:36.044000
-0.890643,-6.363788,9.844957,00:44:36.070000
-1.810017,-7.627927,14.638149,00:44:36.101000
0.804452,-4.390966,11.841722,00:44:36.115000
11.717223,2.753332,9.883265,00:44:36.127000
16.893488,1.699883,11.664551,00:44:36.142000
11.252748,-4.381389,5.219360,00:44:36.162000
8.963891,-6.177041,0.296881,00:44:36.189000
7.867347,-5.712565,3.399766,00:44:36.203000
5.363012,-4.683059,8.398860,00:44:36.231000
3.801992,-4.496311,10.424355,00:44:36.244000
3.289633,-5.013458,9.782708,00:44:36.270000
3.438074,-6.234501,8.676587,00:44:36.284000
3.663129,-6.991069,7.958326,00:44:36.310000
3.433285,-6.469133,7.450756,00:44:36.324000
2.935291,-5.406107,7.034164,00:44:36.349000
2.494758,-4.927267,6.675035,00:44:36.363000
2.322376,-5.090073,6.301539,00:44:36.390000
2.188300,-5.444415,5.980716,00:44:36.404000
1.795651,-5.295974,5.712565,00:44:36.427000
1.235408,-4.529830,5.090073,00:44:36.444000
0.612916,-3.390190,3.955221,00:44:36.463000
-0.014365,-2.044648,3.251326,00:44:36.484000
-0.651223,-1.738190,3.926491,00:44:36.506000
-0.852336,-3.069367,6.023811,00:44:36.537000
-0.459687,-5.382165,10.663774,00:44:36.548000
-0.134075,-7.216124,16.261417,00:44:36.561000
1.810017,-4.333505,12.995727,00:44:36.587000
16.859968,0.354342,8.652645,00:44:36.600000
26.551697,-2.944868,13.120225,00:44:36.627000
14.087482,-7.656657,11.592725,00:44:36.641000
2.911349,-4.721366,2.542642,00:44:36.670000
3.979163,-2.087744,0.378284,00:44:36.684000
7.565677,-4.726154,6.291962,00:44:36.711000
5.923255,-7.067683,11.281479,00:44:36.725000
2.786851,-6.387730,11.214440,00:44:36.751000
1.177947,-5.525817,8.336611,00:44:36.764000
0.670376,-5.707777,6.081272,00:44:36.790000
0.703895,-5.396531,5.458780,00:44:36.804000
0.804452,-4.228160,5.544971,00:44:36.828000
0.823605,-3.418920,5.257667,00:44:36.842000
0.842759,-3.462016,4.410120,00:44:36.876000
0.924162,-3.543418,3.418920,00:44:36.888000
0.981623,-2.844312,2.743755,00:44:36.903000
0.665588,-2.604892,3.332729,00:44:36.929000
0.119710,-4.252102,6.066907,00:44:36.943000
-0.440533,-7.690176,11.377247,00:44:36.976000
-1.273715,-10.189722,17.310078,00:44:36.988000
-0.679953,-5.755661,12.990938,00:44:37.001000
13.977349,3.988740,8.327033,00:44:37.028000
22.017078,6.100426,9.595961,00:44:37.041000
13.225570,-5.248090,7.699753,00:44:37.068000
7.809886,-7.225701,3.251326,00:44:37.081000
5.717354,-7.671022,-0.210690,00:44:37.108000
7.493851,-6.962338,5.176264,00:44:37.121000
5.152322,-6.545747,10.989386,00:44:37.148000
2.480393,-5.875371,11.812991,00:44:37.163000
1.719037,-5.023035,9.284714,00:44:37.194000
1.331176,-4.831499,6.775591,00:44:37.206000
1.067814,-5.386954,5.578490,00:44:37.227000
0.962469,-5.516241,5.501875,00:44:37.244000
0.770933,-4.453215,5.698200,00:44:37.272000
0.402226,-3.385401,5.300763,00:44:37.285000
0.081403,-3.069367,4.185065,00:44:37.311000
-0.220267,-3.117251,3.500323,00:44:37.325000
-0.435745,-3.428497,4.443638,00:44:37.350000
-0.665588,-4.544195,8.303091,00:44:37.364000
-1.407791,-6.038177,14.302961,00:44:37.392000
-2.260126,-5.070919,14.896723,00:44:37.417000
7.613562,3.787627,5.707777,00:44:37.436000
25.799917,4.055778,5.003881,00:44:37.448000
24.061728,-7.393295,11.267113,00:44:37.463000
6.952762,-9.902418,6.636727,00:44:37.483000
1.671153,-4.726154,0.766145,00:44:37.510000
5.458780,-2.207454,3.332729,00:44:37.524000
5.190629,-5.468357,9.026140,00:44:37.553000
2.140416,-8.523358,10.893618,00:44:37.566000
0.651223,-7.647080,9.557653,00:44:37.587000
0.110133,-5.516241,7.675811,00:44:37.607000
0.229843,-4.764462,6.282385,00:44:37.628000
0.598550,-4.726154,5.339070,00:44:37.643000
0.675165,-4.965574,4.778827,00:44:37.677000
0.521936,-4.912902,4.429273,00:44:37.689000
0.392649,-4.256891,3.950433,00:44:37.703000
0.158017,-4.323928,3.811569,00:44:37.733000
-0.153229,-5.774815,5.295974,00:44:37.747000
-0.713472,-7.125144,10.247183,00:44:37.767000
-1.465251,-7.704541,16.687586,00:44:37.789000
1.470040,-4.764462,11.812991,00:44:37.803000
17.606958,3.418920,9.662998,00:44:37.825000
24.952370,2.614468,14.997279,00:44:37.850000
11.650186,-5.612009,8.216900,00:44:37.864000
2.767697,-3.864242,-2.308010,00:44:37.890000
4.678270,0.536301,-2.293645,00:44:37.904000
7.718906,-2.676718,6.445191,00:44:37.927000
5.899313,-7.034164,12.459426,00:44:37.944000
3.189077,-7.388506,12.282255,00:44:37.964000
1.838747,-6.469133,9.284714,00:44:37.985000
1.264138,-6.076484,6.890512,00:44:38.011000
1.043872,-6.258443,5.880159,00:44:38.025000
0.972046,-6.512228,5.741296,00:44:38.051000
0.981623,-5.832275,5.497087,00:44:38.066000
0.823605,-4.343082,4.443638,00:44:38.089000
0.435745,-2.863465,2.806004,00:44:38.104000
-0.244209,-2.600103,2.193089,00:44:38.132000
-0.914585,-4.194642,4.807557,00:44:38.146000
-1.436521,-6.617573,10.936713,00:44:38.167000
-1.924938,-8.111555,16.424223,00:44:38.189000
1.848324,-2.054225,11.190498,00:44:38.203000
18.674774,8.073248,7.354988,00:44:38.237000
25.991453,1.939303,10.534488,00:44:38.249000
11.214440,-10.137050,5.458780,00:44:38.264000
1.000776,-7.738060,-0.857124,00:44:38.291000
3.797204,-1.120486,1.848324,00:44:38.305000
7.570466,-2.044648,8.930372,00:44:38.332000
5.449203,-7.527370,12.310986,00:44:38.346000
2.197877,-9.030929,11.137826,00:44:38.367000
0.584185,-6.890512,8.470686,00:44:38.406000
0.205901,-5.880159,6.378153,00:44:38.422000
0.531513,-5.899313,5.482722,00:44:38.434000
0.646434,-4.922479,5.329493,00:44:38.448000
0.368707,-3.586514,4.735731,00:44:38.465000
0.181959,-3.074155,4.165911,00:44:38.489000
-0.440533,-2.576161,3.524265,00:44:38.507000
-0.603339,-3.184288,4.414908,00:44:38.530000
-1.019930,-5.046977,8.901642,00:44:38.545000
-1.881842,-6.804321,15.145720,00:44:38.572000
-2.236184,-7.000646,14.614207,00:44:38.586000
13.555970,0.881066,9.959879,00:44:38.607000
28.299463,3.945644,12.406754,00:44:38.631000
16.821661,-3.380613,10.745177,00:44:38.646000
2.121263,-4.716578,0.359130,00:44:38.669000
2.059013,-2.466028,-2.873042,00:44:38.683000
8.092402,-3.433285,4.213795,00:44:38.718000
7.934384,-5.827487,11.669339,00:44:38.729000
4.046201,-6.354211,12.607866,00:44:38.747000
1.929727,-5.530606,9.366117,00:44:38.769000
1.201889,-5.128380,6.430826,00:44:38.787000
0.632069,-5.439626,5.506664,00:44:38.809000
0.292093,-5.377377,5.913678,00:44:38.840000
0.296881,-4.659117,5.942409,00:44:38.852000
0.268151,-4.074931,4.831499,00:44:38.867000
0.095768,-3.490746,3.107674,00:44:38.885000
-0.028730,-2.671929,1.848324,00:44:38.906000
-0.277727,-2.715025,2.451663,00:44:38.929000
-0.656011,-4.371812,6.459556,00:44:38.947000
-1.254562,-6.646304,13.599066,00:44:38.973000
-2.054225,-8.192958,17.243040,00:44:38.987000
7.915231,-0.205901,11.482592,00:44:39.009000
26.570850,5.415684,11.846510,00:44:39.027000
24.866179,-2.772485,14.504074,00:44:39.052000
6.675035,-7.958326,5.784391,00:44:39.067000
-0.153229,-4.994305,-0.804452,00:44:39.089000
4.994305,-2.422932,2.734178,00:44:39.107000
8.231265,-4.261679,10.194510,00:44:39.133000
5.549759,-6.349423,12.627020,00:44:39.148000
2.600103,-6.330269,10.031705,00:44:39.171000
1.493982,-5.204995,6.880936,00:44:39.185000
0.842759,-4.156334,5.592855,00:44:39.212000
0.191536,-3.706224,5.607220,00:44:39.227000
-0.028730,-3.931279,5.511452,00:44:39.249000
0.129287,-4.022259,4.687847,00:44:39.267000
0.038307,-3.141193,3.265691,00:44:39.293000
-0.205901,-1.920150,1.608904,00:44:39.319000
-0.143652,-1.972822,1.446098,00:44:39.332000
-0.134075,-3.031059,5.042189,00:44:39.347000
-0.785298,-4.481946,11.554418,00:44:39.365000
-2.293645,-6.780379,16.462530,00:44:39.386000
0.995988,-2.336741,12.785037,00:44:39.412000
20.451271,4.501099,12.148179,00:44:39.426000
29.601910,-1.321599,16.850391,00:44:39.453000
13.316550,-9.088389,11.003751,00:44:39.468000
1.101333,-5.607220,0.368707,00:44:39.491000
3.078943,-0.205901,-1.077391,00:44:39.505000
8.475474,-1.958457,6.545747,00:44:39.535000
7.891289,-6.196194,12.191275,00:44:39.549000
4.352659,-7.139510,11.583148,00:44:39.567000
2.461239,-5.741296,8.441956,00:44:39.594000
2.039860,-4.486734,6.416461,00:44:39.607000
1.742979,-4.127604,6.062119,00:44:39.629000
1.125275,-4.027047,6.167464,00:44:39.648000
0.493206,-3.529053,5.832275,00:44:39.673000
0.181959,-3.074155,5.300763,00:44:39.687000
0.057461,-3.265691,4.683059,00:44:39.714000
0.086191,-3.485958,4.055778,00:44:39.728000
0.430956,-2.767697,3.916914,00:44:39.751000
0.416591,-2.240973,4.826711,00:44:39.766000
0.028730,-3.457227,7.010222,00:44:39.799000
0.086191,-5.453991,10.084377,00:44:39.821000
0.895431,-6.378153,12.650962,00:44:39.838000
2.217031,-6.751649,12.880805,00:44:39.850000
3.667917,-8.350976,12.421119,00:44:39.867000
4.419696,-8.633492,10.400413,00:44:39.886000
5.975927,-5.971139,5.310339,00:44:39.907000
10.026917,-5.324705,2.580950,00:44:39.934000
11.516110,-7.556100,5.626374,00:44:39.948000
10.117896,-8.317456,8.101978,00:44:39.971000
3.878607,-7.216124,11.133038,00:44:39.986000
2.806004,-6.588843,10.405201,00:44:40.011000
1.690306,-5.813122,7.120356,00:44:40.026000
1.273715,-5.482722,6.382942,00:44:40.051000
0.292093,-3.538630,5.377377,00:44:40.066000
0.325611,-3.035848,5.276821,00:44:40.093000
0.665588,-2.782062,5.228937,00:44:40.108000
0.976834,-2.916138,5.669470,00:44:40.131000
1.388637,-3.313575,6.679823,00:44:40.145000
2.418144,-4.936844,7.062895,00:44:40.179000
4.151546,-7.072472,6.746861,00:44:40.191000
6.205771,-8.303091,6.502652,00:44:40.205000
8.365341,-8.801085,5.329493,00:44:40.231000
10.572795,-10.630256,7.556100,00:44:40.245000
10.223241,-10.812215,12.239159,00:44:40.280000
7.196970,-6.852205,12.378023,00:44:40.291000
5.817910,-4.668694,8.599973,00:44:40.321000
7.254431,-6.464345,5.276821,00:44:40.333000
8.418014,-8.207323,5.008670,00:44:40.351000
7.565677,-8.480263,7.350199,00:44:40.366000
6.124368,-8.034941,9.911995,00:44:40.387000
4.462792,-6.617573,10.242394,00:44:40.413000
2.427721,-5.650316,8.652645,00:44:40.427000
0.756568,-6.047753,6.722919,00:44:40.454000
-0.363919,-5.310339,5.683835,00:44:40.468000
-0.986411,-3.371036,5.506664,00:44:40.491000
-1.101333,-2.633622,4.975151,00:44:40.509000
-0.924162,-2.379837,3.021482,00:44:40.531000
-0.823605,-1.584962,0.756568,00:44:40.546000
-1.058237,-1.441309,0.814029,00:44:40.571000
-1.733402,-3.069367,4.161122,00:44:40.589000
-3.093309,-5.267244,10.658986,00:44:40.611000
-4.491522,-6.335058,17.166426,00:44:40.629000
-3.533842,-2.786851,11.520899,00:44:40.650000
16.740259,-2.044648,3.778050,00:44:40.672000
29.927521,-7.886500,9.246407,00:44:40.686000
13.412318,-7.977480,10.266336,00:44:40.714000
0.837971,-3.083732,1.891419,00:44:40.728000
3.385401,-2.547431,1.455675,00:44:40.755000
7.953538,-5.760449,8.791509,00:44:40.769000
6.133945,-6.766014,12.492945,00:44:40.794000
3.126827,-5.616797,11.300632,00:44:40.826000
2.403779,-5.616797,9.150639,00:44:40.841000
2.451663,-6.928820,8.379706,00:44:40.852000
1.790863,-7.479486,8.140285,00:44:40.867000
0.541090,-6.263232,7.350199,00:44:40.889000
-0.383072,-4.673482,6.200983,00:44:40.915000
-0.560243,-4.189853,5.066131,00:44:40.929000
-0.421380,-4.525041,3.983952,00:44:40.954000
-0.363919,-4.098873,2.820370,00:44:40.968000
-0.421380,-2.456451,1.426944,00:44:40.994000
-0.488417,-1.154005,0.330400,00:44:41.009000
-0.603339,-1.345541,0.900220,00:44:41.034000
-0.742203,-3.050213,4.055778,00:44:41.048000
-1.460463,-5.204995,9.969456,00:44:41.074000
-2.896984,-6.349423,15.763424,00:44:41.088000
-2.734178,-4.338294,11.362882,00:44:41.115000
16.678009,-4.989516,9.533711,00:44:41.130000
31.622616,-9.629479,19.091364,00:44:41.154000
18.401834,-9.064447,17.990032,00:44:41.168000
3.964798,-3.869030,3.327940,00:44:41.194000
2.006341,-0.756568,-3.835511,00:44:41.209000
6.493075,-3.739743,4.309563,00:44:41.245000
