x,y,z,time
2.226608,-13.642161,4.027047,00:44:36.213000
2.738967,-12.076353,1.403002,00:44:36.225000
2.408567,-10.060435,0.512359,00:44:36.238000
-0.521936,-8.236053,0.665588,00:44:36.255000
-3.845088,-7.469909,1.211466,00:44:36.278000
-5.923255,-8.935161,2.298434,00:44:36.299000
-6.392519,-9.639056,3.078943,00:44:36.321000
-8.207323,-6.205771,4.601655,00:44:36.334000
-8.973468,-4.175488,3.682282,00:44:36.363000
-9.586384,-4.333505,2.513912,00:44:36.378000
-8.298303,-8.092402,2.513912,00:44:36.403000
-5.003881,-6.742072,1.690306,00:44:36.418000
-4.505888,-5.664681,1.345541,00:44:36.443000
-4.912902,-5.631162,0.392649,00:44:36.458000
-5.942409,-8.370130,-0.689530,00:44:36.483000
-4.520253,-11.812991,-2.619257,00:44:36.497000
0.383072,-14.542381,-5.468357,00:44:36.523000
7.302315,-18.770542,-7.091625,00:44:36.537000
15.394717,-26.953922,-5.937620,00:44:36.563000
22.989124,-31.747114,-4.357447,00:44:36.577000
22.237345,-23.391350,-3.744531,00:44:36.615000
10.802638,-8.259995,-4.103662,00:44:36.630000
0.627281,7.407660,-6.545747,00:44:36.643000
4.213795,15.351622,-6.081272,00:44:36.666000
18.660408,8.106767,-3.969586,00:44:36.680000
25.838224,-10.553641,0.919373,00:44:36.697000
19.689915,-20.853497,5.568913,00:44:36.720000
10.314221,-17.946936,4.079720,00:44:36.742000
4.960786,-14.839262,2.250550,00:44:36.756000
3.663129,-10.472239,1.364695,00:44:36.787000
2.715025,-7.230489,1.278504,00:44:36.800000
0.100556,-6.224925,1.489193,00:44:36.820000
-3.313575,-6.564901,1.704672,00:44:36.839000
-5.942409,-8.805874,3.327940,00:44:36.866000
-6.722919,-10.022128,5.420473,00:44:36.879000
-6.981492,-6.818686,6.186617,00:44:36.902000
-7.354988,-4.161122,2.815581,00:44:36.916000
-8.188169,-8.169016,1.254562,00:44:36.950000
-8.173804,-10.845734,3.414132,00:44:36.961000
-5.861006,-6.823475,3.059790,00:44:36.976000
-3.677494,-3.098097,1.728614,00:44:37.004000
-3.495534,-4.122815,0.158017,00:44:37.019000
-5.013458,-9.500193,-1.024718,00:44:37.044000
-4.793192,-14.164097,-1.642422,00:44:37.069000
-0.134075,-14.858416,-3.481169,00:44:37.092000
6.971915,-15.926229,-5.640739,00:44:37.103000
13.144167,-20.987572,-4.898537,00:44:37.118000
20.484789,-25.890898,-3.840300,00:44:37.138000
25.603594,-23.357832,-5.104438,00:44:37.162000
18.406622,-12.526464,-4.472369,00:44:37.176000
4.936844,-1.297657,-3.787627,00:44:37.206000
5.477933,10.931925,-0.871489,00:44:37.220000
22.419304,14.824897,0.976834,00:44:37.242000
28.002583,-2.882619,-2.944868,00:44:37.260000
15.777789,-22.826319,-1.594538,00:44:37.283000
6.521805,-23.683443,1.206678,00:44:37.297000
6.081272,-14.686033,-0.354342,00:44:37.325000
6.957550,-9.552865,-1.292869,00:44:37.339000
4.338294,-7.230489,-0.670376,00:44:37.362000
0.397437,-5.975927,0.656011,00:44:37.380000
-3.021482,-5.755661,2.442086,00:44:37.405000
-5.746084,-7.283162,4.683059,00:44:37.419000
-6.933608,-9.801862,5.990293,00:44:37.442000
-6.416461,-9.792285,5.463568,00:44:37.467000
-5.688623,-7.144298,3.567361,00:44:37.492000
-6.244078,-8.418014,1.115698,00:44:37.503000
-6.962338,-12.200851,1.843535,00:44:37.518000
-5.497087,-10.031705,3.284845,00:44:37.540000
-2.973598,-4.812346,1.958457,00:44:37.560000
-1.522712,-3.055001,0.995988,00:44:37.582000
-1.321599,-4.745308,-0.957681,00:44:37.596000
-3.667917,-9.179369,-2.700660,00:44:37.629000
-6.718130,-12.042834,-1.838747,00:44:37.641000
-3.859453,-10.788273,-1.493982,00:44:37.660000
3.543418,-10.673351,-2.485181,00:44:37.683000
11.161768,-16.730682,-2.657564,00:44:37.699000
24.262840,-25.354595,-3.500323,00:44:37.724000
32.355240,-24.602818,-4.515464,00:44:37.739000
30.052019,-19.891027,-4.199430,00:44:37.762000
15.260642,-4.979939,0.555455,00:44:37.780000
10.314221,-1.441309,0.928950,00:44:37.805000
4.994305,6.287174,1.225831,00:44:37.819000
15.198392,4.118027,-0.952892,00:44:37.842000
33.509247,-6.119579,-2.260126,00:44:37.871000
24.396915,-16.050728,-1.661576,00:44:37.883000
7.551312,-16.414646,-0.579397,00:44:37.898000
3.955221,-11.927913,0.397437,00:44:37.920000
4.199430,-7.283162,-0.263362,00:44:37.939000
1.872266,-5.995081,-0.933739,00:44:37.964000
-1.905785,-7.862558,-0.454898,00:44:37.981000
-4.707001,-10.615891,0.656011,00:44:37.997000
-6.339846,-12.430696,2.681506,00:44:38.024000
-8.202535,-11.544841,4.912902,00:44:38.038000
-9.308656,-7.551312,5.597643,00:44:38.068000
-8.034941,-4.678270,1.833959,00:44:38.081000
-7.331046,-8.183381,0.359130,00:44:38.102000
-7.517793,-10.606314,3.213019,00:44:38.120000
-5.822699,-6.933608,3.840300,00:44:38.147000
-3.572149,-3.394978,2.959233,00:44:38.160000
-1.910573,-2.111686,1.072602,00:44:38.184000
-1.264138,-3.529053,-1.532289,00:44:38.198000
-1.503559,-10.041282,-3.122039,00:44:38.226000
0.914585,-18.516756,-4.347870,00:44:38.240000
8.001422,-23.151930,-4.836287,00:44:38.264000
22.409727,-27.916391,-6.727707,00:44:38.278000
34.002453,-27.437551,-10.864887,00:44:38.305000
25.072081,-15.049952,-9.294291,00:44:38.320000
6.196194,-2.039860,-5.683835,00:44:38.339000
-0.718261,6.172252,-7.105990,00:44:38.360000
15.064317,6.794744,-7.158663,00:44:38.384000
30.401573,-4.137180,-4.817134,00:44:38.398000
22.754494,-14.283808,-0.339977,00:44:38.428000
8.245630,-15.495274,3.701436,00:44:38.454000
1.422156,-14.441825,3.093309,00:44:38.466000
0.584185,-12.871228,1.867477,00:44:38.484000
0.316035,-9.988609,1.637634,00:44:38.499000
-0.991199,-7.077260,1.977611,00:44:38.519000
-3.160346,-5.774815,2.633622,00:44:38.539000
-5.353435,-6.957550,4.357447,00:44:38.563000
-6.756437,-7.666234,4.845864,00:44:38.583000
-9.490616,-6.876147,1.685518,00:44:38.600000
-13.656527,-10.371682,0.090980,00:44:38.627000
-12.717999,-13.460202,2.197877,00:44:38.641000
-6.105214,-8.341399,3.155558,00:44:38.664000
-0.871489,-2.217031,2.480393,00:44:38.678000
0.004788,-1.537078,0.756568,00:44:38.706000
-1.632846,-6.263232,-0.751779,00:44:38.738000
-2.710236,-11.822568,-0.962469,00:44:38.753000
-1.005565,-13.235147,-2.250550,00:44:38.765000
3.366248,-13.297397,-4.505888,00:44:38.779000
7.364564,-16.132132,-4.740520,00:44:38.799000
11.401189,-20.901381,-4.137180,00:44:38.820000
20.705057,-25.479094,-5.765238,00:44:38.845000
25.622747,-24.076092,-5.755661,00:44:38.860000
17.195156,-13.747506,-1.728614,00:44:38.884000
6.397307,-2.829947,2.480393,00:44:38.898000
2.341529,2.600103,4.505888,00:44:38.926000
4.410120,3.040636,2.595315,00:44:38.940000
18.741812,0.272939,1.077391,00:44:38.964000
29.807812,-9.849746,-0.608127,00:44:38.981000
20.264523,-18.545486,-2.691083,00:44:39.002000
7.479486,-14.561535,-2.303222,00:44:39.024000
2.978387,-8.350976,-2.149993,00:44:39.038000
2.911349,-6.995857,-2.039860,00:44:39.065000
1.709460,-7.857770,-2.106898,00:44:39.080000
-1.149217,-8.101978,-2.336741,00:44:39.108000
-4.472369,-8.992621,-1.843535,00:44:39.121000
-8.015787,-10.888829,-0.105345,00:44:39.146000
-10.405201,-10.716447,1.618480,00:44:39.160000
-9.610326,-8.935161,0.497994,00:44:39.184000
-8.001422,-9.155427,-0.703895,00:44:39.199000
-2.427721,-11.487380,0.186748,00:44:39.220000
-1.393425,-9.964667,1.819593,00:44:39.239000
-1.661576,-1.187524,3.787627,00:44:39.267000
-2.322376,0.435745,3.634398,00:44:39.281000
-2.863465,0.569820,2.791639,00:44:39.306000
-2.073379,-4.118027,0.368707,00:44:39.321000
-0.871489,-14.413095,-1.905785,00:44:39.348000
1.316811,-21.413740,-1.862689,00:44:39.361000
5.975927,-20.307619,-2.236184,00:44:39.386000
19.943701,-22.711397,-4.797980,00:44:39.401000
30.272285,-22.519861,-7.096414,00:44:39.426000
22.471977,-13.086706,-5.276821,00:44:39.441000
9.548077,-5.056554,-0.344765,00:44:39.466000
3.308787,-3.260903,0.780510,00:44:39.481000
9.188946,-7.560889,-3.131616,00:44:39.506000
18.449718,-11.410766,-6.335058,00:44:39.521000
18.895041,-10.994174,-4.343082,00:44:39.546000
13.153744,-10.448297,0.205901,00:44:39.561000
7.742848,-11.951855,1.766921,00:44:39.586000
4.611232,-13.962984,0.852336,00:44:39.619000
2.250550,-13.761871,0.560243,00:44:39.633000
-0.244209,-10.840945,1.067814,00:44:39.645000
-2.365471,-7.934384,1.465251,00:44:39.662000
-3.849876,-6.794744,2.025495,00:44:39.679000
-5.171476,-7.556100,3.117251,00:44:39.706000
-7.345411,-7.785944,3.423708,00:44:39.721000
-11.219229,-6.200983,2.571373,00:44:39.747000
-13.450625,-7.675811,1.312023,00:44:39.761000
-10.486604,-10.510546,1.450886,00:44:39.787000
-5.386954,-8.212111,2.403779,00:44:39.801000
-2.561796,-4.041412,2.351106,00:44:39.827000
-2.106898,-2.557007,1.647211,00:44:39.841000
-2.384625,-4.467580,-0.373495,00:44:39.867000
-2.873042,-9.821015,-2.317587,00:44:39.881000
-1.920150,-15.528792,-3.442862,00:44:39.907000
2.705448,-17.855957,-5.128380,00:44:39.921000
8.446744,-19.177555,-5.257667,00:44:39.947000
15.634137,-23.587675,-4.022259,00:44:39.962000
23.836672,-24.550144,-4.601655,00:44:39.984000
22.926876,-16.414646,-4.702212,00:44:40.000000
11.918336,-6.066907,-1.781286,00:44:40.022000
3.567361,-0.497994,-0.383072,00:44:40.039000
9.911995,4.419696,-1.685518,00:44:40.061000
25.713726,7.455544,-2.667141,00:44:40.084000
27.528532,-1.900996,-2.542642,00:44:40.098000
14.786590,-15.974113,-0.584185,00:44:40.124000
6.306327,-18.550274,0.143652,00:44:40.141000
5.382165,-14.183250,-0.493206,00:44:40.164000
5.851429,-11.568783,-0.608127,00:44:40.182000
3.682282,-9.222465,-1.393425,00:44:40.204000
-0.095768,-7.398083,-1.666364,00:44:40.224000
-3.423708,-6.320693,-0.153229,00:44:40.240000
-5.741296,-6.167464,2.432509,00:44:40.262000
-7.690176,-6.042965,4.869806,00:44:40.286000
-8.092402,-3.356671,5.564125,00:44:40.301000
-5.142745,0.009577,3.107674,00:44:40.327000
-3.418920,-3.265691,0.488417,00:44:40.341000
-5.659893,-10.017340,0.986411,00:44:40.367000
-7.560889,-9.246407,1.249773,00:44:40.381000
-9.212888,-4.333505,0.191536,00:44:40.404000
-9.935937,-3.720589,-0.928950,00:44:40.420000
-6.057330,-7.058106,-2.695871,00:44:40.441000
0.876278,-11.856087,-3.821146,00:44:40.463000
6.876147,-17.357962,-5.090073,00:44:40.487000
10.304645,-22.663513,-6.138733,00:44:40.502000
13.354857,-25.000254,-5.190629,00:44:40.526000
14.944607,-21.519085,-3.327940,00:44:40.541000
12.291832,-13.354857,-1.197101,00:44:40.567000
7.326257,-5.085284,-1.795651,00:44:40.581000
13.048399,5.884948,-7.010222,00:44:40.607000
25.914839,14.307750,-9.409213,00:44:40.621000
28.031313,9.921572,-6.110003,00:44:40.647000
15.026010,-16.845604,4.347870,00:44:40.661000
10.726024,-19.349937,4.390966,00:44:40.687000
5.870583,-15.892711,0.526724,00:44:40.701000
5.473145,-14.992491,0.660800,00:44:40.727000
4.764462,-12.430696,1.096544,00:44:40.741000
3.050213,-9.294291,0.847547,00:44:40.767000
0.363919,-5.995081,0.402226,00:44:40.781000
-1.541866,-2.954445,0.373495,00:44:40.807000
-2.552219,-1.541866,1.551443,00:44:40.830000
-4.683059,-2.724602,4.022259,00:44:40.849000
-6.536170,-4.050989,4.955997,00:44:40.864000
-6.325481,-9.045294,0.272939,00:44:40.881000
-9.634268,-13.464991,-1.350330,00:44:40.904000
-15.342045,-8.274361,2.552219,00:44:40.925000
-13.728353,-1.441309,2.408567,00:44:40.945000
-6.612785,-0.598550,0.272939,00:44:40.968000
-1.436521,-4.209007,0.172383,00:44:40.983000
0.550666,-7.513005,0.301669,00:44:41.003000
1.709460,-10.673351,-1.288081,00:44:41.027000
3.744531,-14.465767,-3.083732,00:44:41.042000
5.899313,-17.784130,-4.592079,00:44:41.069000
8.628703,-21.385010,-4.630386,00:44:41.083000
13.177686,-23.645136,-3.227384,00:44:41.109000
15.806520,-19.790472,-1.192312,00:44:41.123000
11.257536,-10.204087,-1.249773,00:44:41.151000
11.329363,3.289633,-5.813122,00:44:41.165000
20.001162,13.469779,-8.164227,00:44:41.182000
18.349161,10.362105,-6.689400,00:44:41.205000
14.911088,-10.572795,2.183512,00:44:41.224000
16.371552,-24.167072,6.890512,00:44:41.252000
12.334928,-18.717869,3.184288,00:44:41.265000
7.307104,-12.612655,3.658340,00:44:41.279000
5.300763,-9.552865,3.801992,00:44:41.301000
4.764462,-9.188946,2.987964,00:44:41.326000
2.906561,-8.609550,2.480393,00:44:41.342000
0.028730,-7.929596,2.250550,00:44:41.374000
-2.351106,-6.909666,2.600103,00:44:41.387000
-3.356671,-4.558560,2.600103,00:44:41.401000
-2.806004,-1.977611,1.561020,00:44:41.427000
-2.973598,-1.551443,0.919373,00:44:41.442000
-5.243302,-8.470686,0.545878,00:44:41.469000
-7.958326,-17.506403,-1.082179,00:44:41.483000
-9.409213,-16.725893,-0.732626,00:44:41.510000
-7.105990,-10.261548,0.354342,00:44:41.524000
-1.498770,-5.468357,-1.139640,00:44:41.550000
2.365471,-2.092532,-1.431733,00:44:41.564000
3.452439,1.833959,0.177171,00:44:41.589000
3.481169,5.822699,1.355118,00:44:41.603000
2.207454,4.960786,0.919373,00:44:41.629000
0.474052,0.119710,-0.181959,00:44:41.643000
2.341529,-9.366117,0.493206,00:44:41.680000
10.290278,-25.388115,1.517924,00:44:41.694000
19.000385,-35.812469,-0.746991,00:44:41.711000
19.733011,-32.479740,-2.303222,00:44:41.725000
12.847286,-19.373880,0.435745,00:44:41.743000
6.502652,-8.499416,0.201113,00:44:41.762000
9.198523,-8.379706,-1.580173,00:44:41.790000
14.360422,-9.854534,-1.125275,00:44:41.804000
13.632585,-6.651093,-1.316811,00:44:41.829000
13.096283,-6.727707,-0.593762,00:44:41.844000
13.484144,-12.919112,1.364695,00:44:41.869000
11.233594,-17.147272,1.939303,00:44:41.883000
5.980716,-15.227123,0.593762,00:44:41.916000
0.746991,-10.175357,-1.048660,00:44:41.927000
-1.867477,-5.688623,-0.588974,00:44:41.942000
-2.600103,-2.983175,1.987187,00:44:41.967000
-2.432509,-1.077391,3.385401,00:44:41.985000
-2.662352,1.321599,2.901772,00:44:42.007000
-2.485181,1.929727,-0.670376,00:44:42.025000
-6.426037,-9.605537,-6.004658,00:44:42.048000
-15.682021,-19.819202,-5.722142,00:44:42.062000
-17.970879,-14.010868,-1.829170,00:44:42.092000
-9.581595,-7.508216,-1.618480,00:44:42.117000
-4.141969,-6.560112,-1.829170,00:44:42.129000
4.352659,-4.630386,0.679953,00:44:42.157000
4.515464,-2.667141,1.206678,00:44:42.169000
2.892196,5.487510,0.421380,00:44:42.183000
2.006341,5.990293,-0.148441,00:44:42.210000
0.718261,-3.749320,-1.474828,00:44:42.224000
3.016694,-10.534488,-2.408567,00:44:42.250000
18.143261,-30.751127,0.268151,00:44:42.264000
31.890766,-38.474823,-2.518700,00:44:42.290000
26.178202,-27.485435,-2.973598,00:44:42.304000
11.003751,-12.751518,0.656011,00:44:42.329000
3.332729,-5.568913,1.551443,00:44:42.347000
5.018247,-7.465121,0.924162,00:44:42.362000
8.576031,-13.393165,-0.632069,00:44:42.392000
10.137050,-17.515980,-1.891419,00:44:42.406000
8.432379,-16.567875,-3.303998,00:44:42.429000
4.141969,-11.592725,-3.251326,00:44:42.443000
0.584185,-5.980716,-2.001553,00:44:42.472000
-0.852336,-2.059013,-1.019930,00:44:42.485000
-0.876278,-0.239420,-0.780510,00:44:42.521000
-1.604115,2.379837,0.517148,00:44:42.535000
-4.572925,0.459687,0.014365,00:44:42.556000
-9.313444,-11.597513,-3.648763,00:44:42.568000
-12.224793,-16.874334,-4.553771,00:44:42.583000
-11.195287,-10.448297,-2.355895,00:44:42.603000
-7.105990,-8.422802,-1.379060,00:44:42.630000
-1.383849,-12.828133,-2.298434,00:44:42.644000
2.437297,-13.484144,-1.599327,00:44:42.672000
2.293645,-6.871359,0.316035,00:44:42.686000
0.359130,0.426168,0.780510,00:44:42.710000
-0.378284,4.922479,0.090980,00:44:42.724000
-0.138864,4.539406,-1.426944,00:44:42.753000
0.186748,-1.867477,-2.451663,00:44:42.766000
2.719813,-13.824121,-2.250550,00:44:42.790000
9.323022,-25.297134,-3.749320,00:44:42.804000
17.721882,-29.209261,-6.421249,00:44:42.832000
20.671537,-24.167072,-5.966351,00:44:42.846000
13.651738,-12.627020,-0.584185,00:44:42.872000
3.620033,-3.222595,2.288857,00:44:42.886000
8.657434,-7.340622,1.029507,00:44:42.917000
23.353043,-18.593370,1.302446,00:44:42.928000
23.539791,-19.335573,1.249773,00:44:42.943000
13.757083,-14.867992,0.852336,00:44:42.979000
8.178593,-12.603078,0.407014,00:44:42.990000
6.081272,-9.021352,-0.794875,00:44:43.005000
3.768473,-5.152322,-0.842759,00:44:43.026000
1.264138,-2.748544,0.560243,00:44:43.048000
-0.474052,-1.101333,1.527501,00:44:43.066000
-1.728614,1.805228,1.139640,00:44:43.087000
-3.624821,6.837840,1.149217,00:44:43.106000
-5.631162,2.274492,-3.059790,00:44:43.128000
-8.183381,-13.215993,-6.569689,00:44:43.146000
-9.361329,-18.775330,-5.123591,00:44:43.168000
-8.240842,-10.931925,-3.078943,00:44:43.185000
-6.488286,-4.606444,-1.790863,00:44:43.211000
-3.591303,-5.008670,-2.049437,00:44:43.225000
-0.723049,-5.889736,-0.368707,00:44:43.251000
0.545878,-3.854665,0.411803,00:44:43.265000
0.430956,-1.608904,-1.139640,00:44:43.291000
-0.177171,-1.470040,-2.413355,00:44:43.305000
0.397437,-7.522582,-1.149217,00:44:43.342000
4.817134,-17.951725,-0.019154,00:44:43.357000
11.085154,-23.740904,-2.422932,00:44:43.370000
17.271770,-23.932440,-3.830723,00:44:43.385000
21.097706,-20.661961,-3.122039,00:44:43.403000
17.630901,-13.972561,-1.268927,00:44:43.424000
8.532935,-6.282385,0.670376,00:44:43.447000
1.929727,-2.691083,-2.308010,00:44:43.471000
11.583148,-9.821015,-5.324705,00:44:43.486000
23.008278,-16.017210,-5.166687,00:44:43.506000
18.191145,-12.014104,-5.420473,00:44:43.529000
9.198523,-8.073248,-5.200206,00:44:43.544000
6.066907,-7.656657,-4.558560,00:44:43.574000
2.652776,-8.657434,-1.651999,00:44:43.588000
2.513912,-8.738836,-0.809240,00:44:43.606000
2.078167,-8.140285,0.641646,00:44:43.629000
0.636858,-6.373365,1.833959,00:44:43.645000
-1.273715,-3.955221,3.294421,00:44:43.670000
-3.131616,-2.853889,4.620809,00:44:43.685000
-5.300763,-5.640739,2.791639,00:44:43.709000
-8.398860,-14.231135,-2.896984,00:44:43.724000
-12.540829,-19.297266,-4.381389,00:44:43.752000
-12.334928,-14.293385,-0.229843,00:44:43.784000
-5.492299,-7.618350,3.117251,00:44:43.798000
-0.134075,-3.955221,4.754885,00:44:43.810000
-0.641646,-3.155558,3.792415,00:44:43.824000
-2.638410,-5.650316,0.014365,00:44:43.847000
-1.709460,-9.696517,-2.863465,00:44:43.873000
2.331953,-12.076353,-3.232172,00:44:43.887000
6.387730,-14.173674,-3.653552,00:44:43.913000
13.034034,-22.194250,-4.017470,00:44:43.927000
28.629864,-29.664160,-7.460332,00:44:43.953000
31.838095,-21.758505,-10.036493,00:44:43.967000
14.173674,-5.904101,-5.923255,00:44:43.993000
-0.588974,7.843405,-0.665588,00:44:44.006000
0.349553,13.364434,1.470040,00:44:44.032000
19.934124,0.253785,-0.435745,00:44:44.046000
28.907591,-18.492813,0.114922,00:44:44.072000
14.441825,-21.533449,2.274492,00:44:44.086000
2.600103,-14.015656,0.569820,00:44:44.131000
0.435745,-10.074800,0.430956,00:44:44.146000
1.163582,-9.303867,2.844312,00:44:44.161000
0.598550,-7.431602,3.203442,00:44:44.172000
-0.995988,-5.099649,2.442086,00:44:44.187000
-2.844312,-5.070919,3.260903,00:44:44.207000
-4.285621,-6.933608,4.831499,00:44:44.233000
-4.817134,-8.954314,4.505888,00:44:44.247000
-4.180276,-11.559206,0.545878,00:44:44.273000
-3.763685,-15.069105,-1.709460,00:44:44.287000
-3.758897,-16.218323,0.828394,00:44:44.312000
-2.518700,-12.440272,3.323152,00:44:44.327000
-1.589750,-7.422025,3.734955,00:44:44.352000
-2.528277,-5.008670,3.074155,00:44:44.366000
-3.955221,-4.793192,2.264915,00:44:44.392000
-3.538630,-4.989516,1.077391,00:44:44.406000
-0.430956,-6.081272,-0.612916,00:44:44.432000
5.276821,-11.214440,-1.398214,00:44:44.446000
18.511967,-21.538239,-1.857901,00:44:44.491000
27.978642,-25.172636,-2.274492,00:44:44.506000
24.468740,-18.186356,-1.388637,00:44:44.520000
16.759413,-8.643068,0.804452,00:44:44.532000
8.063671,0.038307,3.174711,00:44:44.546000
3.112462,3.088520,3.136404,00:44:44.567000
7.977480,-6.574478,1.561020,00:44:44.593000
18.286913,-19.541473,0.368707,00:44:44.607000
19.072210,-19.704281,-0.172383,00:44:44.632000
10.630256,-13.939042,0.124498,00:44:44.647000
5.166687,-10.888829,0.009577,00:44:44.672000
3.931279,-8.920795,-0.378284,00:44:44.687000
2.887407,-7.316680,-0.272939,00:44:44.714000
0.876278,-7.287950,0.028730,00:44:44.727000
-1.556231,-7.675811,0.258574,00:44:44.754000
-3.730166,-7.872135,1.082179,00:44:44.767000
-5.267244,-8.987833,2.638410,00:44:44.793000
-6.349423,-9.265560,4.127604,00:44:44.807000
-7.029376,-7.675811,2.015918,00:44:44.850000
-7.967903,-10.649409,-1.690306,00:44:44.866000
-7.900866,-15.413871,0.158017,00:44:44.880000
-5.114015,-11.358093,4.098873,00:44:44.892000
-2.422932,-3.572149,5.085284,00:44:44.906000
-1.350330,-2.202666,3.615245,00:44:44.928000
-1.326388,-7.082048,1.537078,00:44:44.954000
-1.752556,-11.559206,1.000776,00:44:44.967000
-0.828394,-11.003751,0.320823,00:44:44.993000
0.445322,-9.955091,-0.248997,00:44:45.007000
7.043741,-12.574347,-0.244209,00:44:45.033000
10.093954,-15.217546,-0.047884,00:44:45.047000
15.121778,-17.822437,0.541090,00:44:45.073000
13.838486,-15.806520,0.909797,00:44:45.087000
9.428367,-12.085930,0.450110,00:44:45.113000
8.164227,-14.025233,-1.307234,00:44:45.127000
12.387600,-17.650055,-2.322376,00:44:45.154000
15.514427,-14.030022,-1.872266,00:44:45.168000
11.099519,-5.238513,-1.225831,00:44:45.200000
5.908890,-0.090980,-6.200983,00:44:45.212000
14.346057,-6.071695,-12.741941,00:44:45.226000
22.352266,-15.504850,-8.437167,00:44:45.249000
15.289372,-16.764200,0.464475,00:44:45.271000
6.473921,-14.484921,3.280056,00:44:45.285000
1.924938,-12.330139,2.317587,00:44:45.319000
-0.296881,-8.734048,1.757344,00:44:45.331000
-1.589750,-4.635174,2.686294,00:44:45.346000
-2.734178,-2.576161,4.778827,00:44:45.376000
-4.309563,-3.289633,6.823475,00:44:45.390000
-6.114791,-5.473145,7.680599,00:44:45.409000
-9.524135,-13.464991,3.873818,00:44:45.429000
-15.677233,-20.068199,1.216254,00:44:45.449000
-17.156849,-14.834474,3.246537,00:44:45.472000
-9.935937,-7.350199,3.524265,00:44:45.486000
-1.556231,-5.118803,2.643199,00:44:45.519000
1.738190,-5.262455,1.795651,00:44:45.544000
0.459687,-4.510676,1.201889,00:44:45.559000
-1.498770,-3.768473,-0.584185,00:44:45.571000
-1.661576,-7.517793,-2.983175,00:44:45.586000
0.751779,-15.131354,-3.936068,00:44:45.606000
5.444415,-20.446482,-3.505111,00:44:45.633000
11.530476,-24.952370,-1.752556,00:44:45.647000
20.930111,-29.065609,-1.173159,00:44:45.675000
22.644360,-21.499931,-4.012682,00:44:45.689000
11.228806,-4.548983,-8.839393,00:44:45.712000
5.214571,7.326257,-10.017340,00:44:45.726000
13.441049,4.711789,-6.655881,00:44:45.756000
24.076092,-12.363658,0.957681,00:44:45.769000
21.274876,-18.962078,6.325481,00:44:45.792000
7.460332,-11.626244,5.473145,00:44:45.806000
-3.031059,-9.710882,4.984728,00:44:45.836000
-4.094085,-10.601525,3.634398,00:44:45.850000
-1.192312,-10.132261,1.661576,00:44:45.872000
-1.307234,-9.859323,1.201889,00:44:45.886000
-3.596091,-9.414001,1.379060,00:44:45.916000
-5.583278,-7.790732,1.517924,00:44:45.930000
-7.671022,-3.897760,2.432509,00:44:45.962000
-8.427590,-0.143652,3.198653,00:44:45.981000
-6.095637,-0.244209,1.661576,00:44:45.993000
-4.304775,-5.406107,0.478840,00:44:46.008000
-4.778827,-9.179369,0.617704,00:44:46.030000
-5.884948,-6.517017,0.320823,00:44:46.044000
-7.436390,-3.270479,-0.191536,00:44:46.068000
-7.565677,-4.027047,-0.981623,00:44:46.091000
-3.974375,-9.423578,-1.819593,00:44:46.105000
2.561796,-17.171215,-3.294421,00:44:46.131000
9.442732,-24.530991,-5.181053,00:44:46.145000
13.397953,-27.614723,-4.309563,00:44:46.169000
13.742718,-22.395363,-1.403002,00:44:46.187000
10.275913,-11.027693,-3.514688,00:44:46.211000
9.926360,0.430956,-11.975797,00:44:46.225000
17.908628,4.917690,-15.284584,00:44:46.251000
22.385786,-5.698200,-6.397307,00:44:46.265000
18.669985,-19.881451,5.501875,00:44:46.291000
10.328587,-19.847933,8.508993,00:44:46.305000
0.617704,-14.556746,4.922479,00:44:46.331000
-4.204218,-11.880029,2.442086,00:44:46.345000
-3.385401,-8.786720,1.192312,00:44:46.385000
-1.508347,-6.306327,0.186748,00:44:46.399000
-1.747767,-5.535394,0.383072,00:44:46.414000
-3.327940,-5.233725,1.412579,00:44:46.441000
-4.180276,-4.673482,1.412579,00:44:46.460000
-7.613562,-1.426944,1.987187,00:44:46.474000
-8.513782,-0.842759,1.742979,00:44:46.490000
-8.068460,-5.511452,-0.871489,00:44:46.507000
-7.704541,-7.982268,-0.943315,00:44:46.527000
-7.244854,-9.662998,-0.574608,00:44:46.548000
-6.617573,-6.957550,-0.924162,00:44:46.567000
-5.267244,-4.572925,-1.278504,00:44:46.588000
-2.691083,-5.066131,-2.260126,00:44:46.607000
0.186748,-8.125920,-3.399766,00:44:46.628000
2.475605,-11.803414,-3.524265,00:44:46.647000
4.486734,-14.183250,-3.160346,00:44:46.677000
6.330269,-16.180016,-2.954445,00:44:46.691000
8.690952,-19.412188,-3.308787,00:44:46.710000
11.650186,-21.404163,-3.438074,00:44:46.734000
12.421119,-19.120094,-2.547431,00:44:46.748000
9.619903,-13.297397,-1.312023,00:44:46.775000
6.014235,-6.943185,-0.148441,00:44:46.796000
4.869806,-3.634398,0.335188,00:44:46.814000
10.194510,-3.533842,-2.959233,00:44:46.829000
22.294806,-4.874595,-7.077260,00:44:46.847000
28.447905,-11.382035,-1.316811,00:44:46.868000
21.902157,-16.548721,6.363788,00:44:46.887000
11.386824,-15.064317,4.548983,00:44:46.909000
3.452439,-12.689269,0.900220,00:44:46.927000
-1.671153,-9.270349,-0.349553,00:44:46.950000
-4.328717,-6.248867,0.057461,00:44:46.974000
-3.557784,-4.065354,0.991199,00:44:46.988000
-1.671153,-1.240196,-1.086968,00:44:47.013000
